remedy	n. Syn. drug	(药物) a medicine or therapy; ; cure; fix; repair; provide relief for
remind	v.	(提醒,使记得) recall knowledge from memory; have a recollection
reminiscence	n. Syn. recollection	(怀旧,回想) recollection; process of remembering
remit	v.	(免除,宽恕,汇款) send back; give up; surrender; resign; restore; transmit or send, especially as money in payment of a demand
remittance	n.	(汇款) transmitting money, bills, especially to a distant place, as in satisfaction of a demand, or in discharge of an obligation
remnant	n. Syn. remainder; relic	(残留物) remainder; small part or portion that remains after the main part no longer exists
remove	v.	(拿走,撤走,除去) move away from the position occupied; cause to change place; take away
renaissance	n.	(复兴,再生) revival; renewal; revival of learning and culture
render	v. Syn. deliver; provide; represent	(呈递,给予,以文字形式表现,描绘,使成为) deliver;give or make available; provide; represent in a drawing or painting
renew	v. Syn. renovate; restart	(使更新,使恢复,重新开始) renovate; make new or as if new again; restore
renewable	a.	(可更新的,可恢复的) capable of being renewed or extended
renewal	n.	(更新,复兴) act of renewing; filling again by supplying what has been used up
rent	n.	(撕,裂口) payment, usually of an amount fixed by contract
rental	n.	(租金额,租赁,出租) amount paid or collected as rent; act of renting
repeal	v. Syn. revoke; annul	(废除,撤除) revoke or annul, especially by official or formal act
repel	v. Syn. disgust; reject; refuse	(撤退,退却) force or drive back; disgust; offer resistance to; fight against
repent	v.	(懊悔,后悔) cause to feel remorse or regret; feel regret or self-reproach for
repetition	n.	(重复,循环) act of doing or performing again
replace	v.	(代替,取代) substitute; put in the place of another; switch seemingly equivalent items
replacement	n.	(代替,替换) act of replacing; substitution; person or thing that takes the place of another
replenish	v. Syn. refill; restock	(补充) fill or make complete again; add a new stock or supply to
represent	v. Syn. illustrate; depict	(代表,描绘,表现) stand for; describe or present; play a role or part
representation	n.	(表示,表现) act of representing; standing in for someone or some group and speaking with authority in their behalf
representative	n. Syn. delegate	(代表,代理人) one that represents anything; that which exhibits a likeness or similitude; agent
reproach	v. Syn. admonish	(表示失望,责备) express disapproval or disappointment; bring shame upon; disgrace
reproduce	v.	(繁殖,再生,复制) have offspring or young; duplicate; make a copy
reproduction	n.	(复制品,繁殖) act of making copies
reptile	n.	(爬行动物) cold-blooded vertebrate including tortoises turtles snakes lizards alligators crocodiles
repudiate	v. Syn. disown	(批判) disown; refuse to acknowledge; reject validity or authority of
reputable	a. Syn. respectable; honorable	(著名的,令人尊敬的) having a good reputation; honorable
reputation	n.	(名声,名誉) state of being held in high esteem; general estimation in which a person is held by the public
repute	v.	(名声) ascribe a particular fact or characteristic to; consider; suppose
request	v. Syn. demand; require	(请求,要求) express the need or desire for; ask for
require	v. Syn. demand; request	(需要,要求) insist upon having; request and expect
requisite	n.	(必须品,必要的) necessary requirement; indispensable item
rescind	v. Syn. cancel; annul; repeal	(取消) cancel; make void; repeal or annul
rescue	n. Syn. save; salvage	(援救,救援) free from harm or evil; take from legal custody by force
research	v.	(研究,探讨,研究成果) inquire into; attempt to find out in scientific manner
resemblance	n. Syn. likeness; similarity	(相似,酷肖) likeness; similarity in appearance or external or superficial details
resemble	v. Syn. be similar to; take after; look like	(像,类似) be similar to; take after; look like
resent	v. Syn. begrudge	(愤怒,怨恨) feel bitter; consider as injury or affront; be in angry
resentment	n. Syn. indignation; bitterness; displeasure	(怨恨,愤恨) indignation; deep sense of injury; strong displeasure
reserve	n.	(自我控制,疏远) lack of enthusiasm; skeptical caution; something saved for future use; self-restraint in expression
reservoir	n. Syn. receptacle	(水库,蓄水池) tank used for collecting and storing a liquid; holding pond; lake used to store water for community use
reside	v. Syn. dwell; live; inhabit	(居住) dwell; live in a place permanently or for an extended period
residence	n. Syn. dwelling; house; abode	(居住,住处) official house; large house; act of dwelling in a place
resident	n. Syn. inhabitant; dweller	(居民) one who resides in a place permanently or for an extended period; dweller
residual	a. Syn. remaining; surplus	(剩余的,残留的) remaining as a residue; surplus
resign	v. Syn. yield; surrender; abandon	(辞去(职务),听从,顺从) sign back; return by a formal act; yield to another; abandon
resignation	n.	(听从,辞职) act of resigning or giving up, as a claim, possession, or office; surrender
resist	v. Syn. withstand	(抵抗) stand up or offer resistance; refuse to comply; withstand the force of something
resistance	n.	(反抗,抵抗,抵抗力,阻力) action of opposing something that you disapprove or disagree with
resistant	a.	(抵抗的,有抵抗力的) unaffected; incapable of being affected
resolute	a. Syn. firm; determined; decided	(坚定的,毅然的) firm, unyielding, or determined; having decided purpose
resolution	n. Syn. determination; resolve	(坚定,决心,决定) determination; resolving to do something; formal statement of a decision
resolve	n. Syn. determination; resolution; decision	(决定,会议的正式文件) determination; formal expression by a meeting; agreed to by a vote
resort	n.	(旅游胜地) vacation spot; act of turning to for assistance
resource	n. Syn. materials; abilities	(资源,财力,办法,智谋) materials; abilities; available source
respect	n. Syn. honor; esteem; admire	(尊敬,敬重) honor or esteem; admire; aspect; detail or point
respective	a. Syn. individual	(分别的,各自的) individual; relating to particular persons or things, each to each; particular; respectful; regardful
respectively	ad. Syn. separately; individually	(分别地,各个地) separately; individually; in the order given
respond	v. Syn. react; answer	(回答,反应) show a reaction to something favorably or as hoped
responsibility	n. Syn. duties; obligation	(责任,职责) duties; obligation; state of being responsible, accountable, or answerable
responsible	a. Syn. accountable	(有责任的) accountable; held accountable
restless	a.	(不安宁的,好动的) never resting; unquiet; uneasy; continually moving; eager for change; discontented
restore	v. Syn. reinstate; renovate; renew	(使恢复,整修,修复) give or bring back; return to its original condition
restrain	v. Syn. inhibit; stop; repress	(克制,抑制) keep under control; hold back ; place limits on
restraint	n. Syn. restriction; limitation	(抑制,控制) moderation or limitation; controlling force; loss of freedom; control of feelings
restrict	v. Syn. limit; inhibit; confine	(限制,约束) keep or confine within limits
restriction	n.	(限制,约束) act of keeping something within specified bounds; a principle that limits the extent of something
restrictive	a. Syn. limiting; confining	(限制性的) tending or serving to restrict; limiting; confining
resume	v.	(重新开始,继续) give a summary; return to a previous location or condition
retail	a.	(零售的) selling of goods to consumers
retailer	n.	(零售商) company which sells goods
retain	v. Syn. keep; employ	(保持,使用) keep; maintain possession of; hire by payment of a fee; keep in mind; remember
retire	v.	(退休,引退) move back and away from; stop performing one's work or withdraw from one's position
retirement	n.	(退休) period of your life after you have stopped work at a certain age
retort	n.	(反驳) reply, especially to answer in a quick, caustic, or witty manner
retreat	n. Syn. receding	(消退,退却) receding; pull back or move away or backward; withdrawal of troops to a more favorable position
retroactive	a.	(追溯的（由制定之日前的某一天生效）) extending in scope or effect to a prior time or to prior conditions
reveal	v. Syn. expose; uncover	(展现,揭露) make known; disclose or show
revenge	v. Syn. avenge	(报复,报仇) do punishment in return for injury or insult; avenge
revenue	n. Syn. income; reward	(收入,国家的税收) money which returns from an investment; annual income; reward
reverence	n.	(崇敬,敬礼) profound respect and esteem with fear and affection, as for a holy being or place; act showing respect, especially a bow or curtsy
reverse	v. Syn. back; rear	(背面) overturn; turn inside out or upside down; turning in the opposite direction
revert	v. Syn. relapse; backslide; return	(回复,故态复萌) return to a former condition, practice, subject, or belief; backslide; turn back to
review	n.	(回顾,再检查,检阅) summary of a longer discussion; formal examination; practice to refresh memory
revise	v. Syn. amend; change	(修改,修订) amend; change
revision	n. Syn. modification; correction	(修订,校订) modification; correction; act of altering
revival	n. Syn. resuscitation; resurgence	(复兴,复活) bringing again into activity and prominence
revive	v. Syn. resuscitate; recover; renew	(使复活,使振奋) restore from a depressed; renew
revoke	v. Syn. cancel; retract; void; annul	(撤回,取消) void or annul by recalling, withdrawing, or reversing; cancel; retract
revolt	v. Syn. resist; rebel	(反抗,起义,反叛) organize opposition to authority; make revolution
revolution	n.	(革命) act of revolving; motion of body round a fixed point or line; rotation; total or radical change; fundamental change in political organization
revolutionary	a.	(革命的) marked by new or introducing radical change
revolve	v.	(绕转,旋转,考虑,细想) turn or roll round on, or as on, an axis, like a wheel; rotate; move in curved path round a center; pass in cycles
reward	n.	(酬谢,酬劳,报答) satisfying return or result; profit, return for performance of a desired behavior; positive reinforcement.
rhythm	n. Syn. pattern; beat; tempo	(节奏,韵律) pattern; beat; recurring at regular intervals
rib	n.	(肋骨,伞骨) one of the curved bones attached to the vertebral column and supporting the lateral walls of the thorax
ribbon	n.	(带,缎带,丝带,勋章的绶带) fillet or narrow woven fabric, commonly of silk; narrow strip of fine material used for trimming
riddle	v. Syn. permeate; spread	(刺出无数窟窿,充斥,弥漫,谜语,解谜) pierce with numerous holes; perforate; permeate or spread throughout
ridge	n.	(脊,山脊) long, narrow upper section or crest; chain of hills or mountains
ridicule	n. Syn. mock	(嘲笑) words or actions intended to evoke contemptuous laughter; make fun of
ridiculous	a. Syn. foolish	(荒唐的,可笑的) completely lacking of wisdom or good sense
rifle	n.	(来复枪,步枪) shoulder firearm with a long barrel
righteous	a.	(正直的,合法的,正当的,公正的) morally justified; equitable; free from wrong, guilt, or sin
rigid	a. Syn. stiff; strict	(刚硬的,不屈的) stiff and unyielding; strict; hard and unbending; not flexible
rigidity	n. Syn. stiffness	(僵化,死板) stiffness; physical property of being stiff and resisting bending
rigor	n. Syn. severity	(严格,苛刻,精确) strictness or severity, as in temperament, action, or judgment; something hard to endure
rigorous	a. Syn. severe; harsh; exact	(严峻的,严格的,严厉的) full of rigors; harsh; rigidly accurate; precise
rim	n.	(边,缘,框架,轮缘) border, edge, or margin of a thing, usually of something circular or curving
rinse	v. Syn. flush	(用清水冲洗,漱) cleanse with water; flush; wash lightly without soap
riot	n. Syn. commotion; rebellion	(暴动,骚乱) state of disorder involving group violence; rebellion
rip	v. Syn. tear; rend	(撕,撕裂) tear or be torn violently; criticize or abuse strongly and violently
ripe	a. Syn. ready; mature	(熟的,成熟的) ready; fully developed; mature
ripen	v.	((使)成熟) grow ripe; cause to ripen or develop fully
ripple	n.	(微波,涟漪,起涟漪) wavelike motion; undulation; sound like that of water running over a stony bottom
rise	v. Syn. ascend	(升起,升高,起床) move from a lower position to a higher; mount up; move upward; reach a higher level
risky	a. Syn. hazardous; dangerous	(危险的,冒险的) involving risk or danger; hazardous
rival	v. Syn. compete	(比得上,并驾齐驱) compete; be equal to in quality or ability; match
rivalry	n. Syn. competition; contest	(竞争,敌对状态) competition; the act of competing as for profit or a prize
roam	v. Syn. wander; ramble; stroll	(漫游,漫步) wander; ramble; stroll
roar	n. Syn. bellow; rumble	(吼,轰鸣) bellow; rumble; make a loud noise
roast	v. Syn. bake; toast	(烤,烘) cook with dry heat, usually in an oven; subject to laughter or ridicule
robe	n.	(长袍,礼服) outer garment; dress of rich, flowing, and elegant style or make; dress of state, rank, office
robust	a. Syn. vigorous; strong; healthy	(健壮的) vigorous; full of health and strength; vigorous
rod	n. Syn. stick; shaft	(杆,枝) stick; a long thin implement made of metal or wood
role	n. Syn. part; function	(角色,任务) normal activity of a person in particular social setting; part played by a performer
roll	n.	(滚动) a list of names
rooster	n.	(公鸡) adult male chicken
rot	v. Syn. decay	(腐烂,枯朽,弄坏,毁坏) become decomposed by a natural process; perish slowly; become corrupt
rotary	a.	(旋转的,转动的) turning, as a wheel on its axis; pertaining to, or resembling, the motion of a wheel on its axis
rotate	v. Syn. alternate	(轮流) plant or grow in a fixed cyclic order of succession; swirl; revolve; turn on or around an axis or a center
rotation	n. Syn. revolution	(旋转) revolution; act of rotating as if on an axis
rough	a. Syn. coarse; harsh	(粗糙的,不平的) not perfected; having or caused by an irregular surface
roughly	ad. Syn. approximately; more or less	(概略地,大致地) approximately; more or less
round	ad.	(圆的,圆形的,球形的,弧形的) by moving in or forming a circle; from beginning to end; throughout; to a specific place or person
roundabout	a.	(绕远道的,转弯抹角的) circuitous; going round; indirect; encircling; enveloping; comprehensive
rouse	v.	(叫起,唤醒,激发,激怒) become active; excite, as to anger or action; stir up; awaken
route	n. Syn. way	(路,路线,(经由某一路线)发送) way for travel or transportation
routine	n. Syn. convention; habit; custom	(常规,惯例) unvarying or habitual method of procedure; occurring at fixed times or predictable intervals
royalty	n.	(皇室,版税(付给著作人的钱)) being royal; quality of royal person; kingship; sovereignty; share of product, as a percentage paid to owner of copyright
rub	v. Syn. graze; chafe	(擦,揩拭,摩擦) move over the surface with pressure and friction; spread a substance thinly over
ruin	v. Syn. destroy; devastate; exterminate	(破坏,毁灭) fall or tumble down; destroy; devastate; exterminate
ruinous	a.	(导致毁灭的,使人破产的) causing, or tending to cause ruin; destructive; baneful; pernicious
rule	n. Syn. regulation; prescription	(规则,法规,规定,章程) governing direction for a specific purpose; regulation; systematic method
rural	a. Syn. country; rustic	(农村的,乡下的,田园的) country; relating to rural areas
rust	v.	(锈,生锈) become destroyed by water, air, or an etching chemical such as an acid
ruthless	a. Syn. pitiless; cruel	(无情的) pitiless; cruel; having no compassion or pity; merciless
sack	n.	(大袋,麻布袋) bag made of paper or plastic for holding customer's purchases; enclosed space
sacred	a. Syn. divine; consecrated; holy	(宗教的,祭祀的) concerned with religion; worthy of respect or dedication
sacrifice	n.	(供奉,祭祀,祭品,牺牲) offering of something to god; victim offered to god; surrender or loss of profit for higher object
saddle	v.	(鞍子,马鞍) load or burden; put harness onto animal's back to ride
sag	v.	(下陷,下垂,消沉) sink, in the middle, by its weight or under applied pressure, below a horizontal line or plane
sake	n. Syn. purpose	(缘故,原因) purpose; reason for wanting something done
salmon	n.	(鲑鱼) several species of fish of the Salmonidae family; reddish yellow or orange color, like the flesh of the salmon
salute	n. Syn. honor	(行举手礼,欢迎,祝贺) give a sign of good will; compliment by an act or ceremony, as a kiss, a bow; honor
sample	n. Syn. specimen; example	(范例,样品) small part of something intended as representative of the whole
sandy	a.	(沙的,多沙的) loose and large-grained in consistency
sanitary	a.	((有关)卫生的) relating to health or the protection of health
sarcasm	n. Syn. wit; satire	(挖苦,讽刺) cutting, often ironic remark intended to wound; stinging rebuke; form of humor by mocking with irony
sarcastic	a. Syn. ironic; cynical	(讽刺的,挖苦的) ironic; expressing or expressive of ridicule that wounds
satellite	n. Syn. subordinate	(卫星) small body revolving around a larger one; subordinate
satire	n. Syn. lampoonery; mockery	(讽刺作品) form of literature in which irony and ridicule are used to attack human vice and folly
satisfaction	n.	(满意,满足) fulfillment or gratification of a desire, need, or appetite; source or means of gratification
satisfactory	a. Syn. acceptable; passable	(令人满意的,符合要求的) acceptable; passable
sauce	n.	(调味汁,沙司,无礼之言) stewed fruit served with other foods; appetizing ingredients for meat, fish or puddings
saucer	n. Syn. dish	(茶碟,垫盘) dish; small shallow dish having a slight circular depression in the center for holding a cup
savage	a. Syn. rude; wild; brutal	(凶猛的,野蛮的) in a state of nature; wild; untamed; uncultivated; inhuman; brutal; not civilized; lacking polish; rude
save	v.	(拯救,保留) rescue; preserve; make unnecessary; set aside for future use
savings	n. Syn. resources	(储蓄,存款) resources; money saved
scale	v. Syn. ascend; weigh	(爬升,升高) climb up or over; alter according to a standard; estimate or measure; remove in layers
scan	v. Syn. survey; scrutinize	(扫描,细看,审视) make a wide, sweeping search of; examine
scandal	n.	(丑闻,恶意诽谤) publicized incident that brings about disgrace; damage to reputation by disclosure of improper behavior
scar	n.	(疤,伤疤,痕,创伤) mark of damage; mark left on the skin after injury
scarce	a. Syn. rare; limited	(缺乏的,稀有的,罕见的) hard to find; absent or rare; limited
scarcely	ad. Syn. hardly; barely	(几乎不,简直没有) hardly; barely; only just
scare	v. Syn. frighten; alarm	(惊吓,使受惊) frighten; alarm; strike with sudden fear
scarf	n.	(围巾,披肩) long piece of cloth worn about the head, neck, or shoulders
scarlet	a.	(猩红的,鲜红的) bright red
scatter	v. Syn. sprinkle; disseminate; spread	(使分散,扩散) sprinkle; disseminate; cause to separate and go in different directions
scene	n. Syn. location; spot; stage; spectacle	(地点,现场,景色) structure on which something is shown; part of theater where the acting is done; place, time, or circumstance in which anything occurs
scenery	n. Syn. landscape; view	(风景,景色) landscape; view; view or views of natural features, especially in open country
scenic	a. Syn. picturesque; beautiful	(风景如画的) constituting or affording pleasing views of natural features; beautiful
scent	n. Syn. odor; fragrance; perfume	(气味,香味) distinctive odor that is pleasant; fragrance; perfume
schedule	n. Syn. timetable; agenda	(时间表,计划表) plan for an activity or event; arrange
scheme	n. Syn. design; plan	(方案) elaborate and systematic plan of action; chart or outline of a system or object
scholar	n. Syn. professor	(学者) professor; a learned person
scholarship	n. Syn. knowledge	(奖学金) knowledge resulting from study and research; grant of financial aid awarded to student
scissors	n.	(剪刀) edge tool having two crossed pivoting blades
scoff	v. Syn. mock; ridicule	(嘲弄,奚落) mock; ridicule; show or express scorn; eat quickly and greedily
scold	v.	(叱责,漫骂,责备) find fault or rail with rude clamor; utter harsh, rude, boisterous rebuke
scope	n. Syn. range; extent; bound	(范围,界限) range of one's perceptions, thoughts, or actions; extent; bound
scorch	v.	(烤焦,烧焦) burn superficially; parch, or shrivel, the surface of, by heat; affect painfully with heat; burn
score	n.	(分数,得分,刻痕,划痕) act of getting point in a game or sport; facts about an actual situation
scorn	n.	(轻蔑,瞧不起) extreme and lofty contempt; haughty disregard; expression of mockery, derision, contempt, or disdain
scotch	v.	(镇压,粉碎) put an abrupt end to; block to prevent rolling or slipping
scout	v. Syn. probe; explore	(侦察,侦察员) find paths through unexplored territory
scramble	n. Syn. jumble; mix	(攀爬,搅乱,使混杂) unceremonious and disorganized struggle; rushing about hastily in an undignified way
scrap	n. Syn. piece; fragment	(废料,残余物) small piece or bit; fragment; fragment; leftover bits of food; remnant
scrape	v.	(刮,擦,擦痕) gather something together over time; scratch repeatedly
scratch	v. Syn. scrape; rub	(搔,抓,擦) cut the surface of; cause friction
screen	n.	(屏幕) surface where pictures can be projected for viewing ; examine; test
screw	n.	(螺丝钉,钻进,拧紧) cause to penetrate with a circular motion; fastener with shank and slotted head
screwdriver	n.	(螺丝起子) a hand tool for driving screws
script	v. Syn. write	(笔迹,手迹,剧本,原稿) prepare text for filming or broadcasting
scrub	v.	(擦洗,刷洗) rub hard; wash with rubbing
scrutiny	n.	(细阅,详细检查,仔细研究) close examination; minute inspection; critical observation.
sculptor	n.	(雕刻家) artist who creates sculptures
sculpture	n. Syn. statue	(雕塑,雕刻品) statue; creating figures or designs in three dimensions
seal	n.	(玺,印记,图章,海豹) middle size aquatic mammal; stamp used for authentication or security
seam	n.	(缝,接缝) line of junction formed by sewing together two pieces; line across a surface, as a crack; scar
seaport	n.	(海港,港口) sheltered port where ships can take on or discharge cargo
seashore	n. Syn. coast; beach; shore	(海岸,海滨) coast; beach; the shore of a sea or ocean
seasonal	a.	(季节的,季节性的) occurring at or dependent on a particular season
secondary	a. Syn. subordinate	(中级的) not of major importance; of second rank or importance or value; not direct or immediate
secret	n.	(秘密) something studiously concealed; a thing kept from general knowledge
section	n. Syn. part; district; segment	(部分,节) one of several parts; pieces that fit with others to constitute a whole object
sector	n. Syn. segment	(扇形面,地区) particular aspect of life or activity; body of people who form part of society or economy
secure	v. Syn. anchor; defend; confident	(使安全,保卫) free from fear, care, or anxiety; not have reason to doubt
security	n. Syn. protection; safety	(安全) freedom from risk or danger; safety
seek	v.	(搜寻,寻找,寻觅) make an effort to; try to get; try to discover
seemingly	ad. Syn. apparently; supposedly	(表面上,似乎) apparently; supposedly
segment	n. Syn. sector; portion; section	(部分,片断) sector; portion; any of the parts into which something can be divided
select	a.	(挑选,选择,择优) taken from a number by preference; picked out as more valuable or excellent than others; of special value or excellence
selection	n. Syn. choice; variety; collection	(选择,精选品) choice; variety; collection
senator	n.	(参议员) a member of a senate; a member of the king's council; a king's councilor
sensation	n. Syn. feeling	(感觉,知觉) feeling; perception associated with stimulation of a sense organ or with a specific body condition
sensational	a. Syn. spectacular; exciting; exceptional	(极好的,绝妙的,引起轰动的) arousing or intended to arouse strong curiosity, interest, or reaction
sense	n.	(理解力,懂,明白,觉察,意识到) faculty through which to know external world; feeling produced by stimulus
sensible	a. Syn. rational; wise	(明智的,合理的) able to feel or perceive; perceivable; wise; showing reason or sound judgment
sensitive	a. Syn. delicate	(灵敏的) able to feel; responsive to external conditions; susceptible to attitudes of others
sensitivity	n. Syn. sense; acuteness	(敏感) sense; acuteness; capacity of an organ or organism to respond to stimulation
sentence	n.	(宣判) final judgment of guilty in criminal case and punishment that is imposed
sentiment	n.	(感情,情绪,情操) thought prompted by passion or feeling; feeling toward or respecting; disposition prompting to action or expression
sentimental	a. Syn. emotional	(感伤性的,感情脆弱的) emotional; Resulting from emotion rather than reason or realism
separate	v.	(分开,隔开,阻隔) set or keep apart; disunite; divide; disconnect
sequence	n.	(序列,顺序) serial arrangement in which things follow in logical order or a recurrent pattern
serene	a.	(平静的,安详的) completely clear and fine
serenity	n. Syn. calmness; placidity	(平静) calmness of mind; quietness; stillness; peace
series	n.	(连续,系列,级数,串联) a number of things or events standing or succeeding in order; sequence
serious	a. Syn. solemn	(严肃的,认真的) grave in manner or disposition; earnest; thoughtful; solemn; really intending what is said
seriously	ad.	(认真地,庄重地) in a serious or literal manner; gravely; solemnly; in earnest; without levity
session	n.	((官方机构的)会 议,学期) meeting devoted to a particular activity; time for school to hold classes
setting	n.	(背景,环境,装置) context and environment in which something is set
settle	v.	(定居,使定居,殖民,安置) take up residence; form a community; come to rest; bring to an end; fix firmly
severe	a. Syn. sedate; grave; austere	(严厉的,严格的,难熬的,困难的,艰难的) serious in feeling or manner; not light, lively, or cheerful
shabby	a.	(破烂的,卑鄙的) torn or worn to rage; poor; mean; ragged
shade	n. Syn. shadow	(阴,阴凉处,阴影) a slight amount or degree of difference; shadow; protective covering that protects something from direct sunlight
shaft	n. Syn. axes; spindle	(杆状物,轴,垂直通道) axes; vertical passage into a mine; long narrow stem or body of a spear or arrow
shallow	a. Syn. low	(浅的) lacking physical depth; not deep or strong
sham	v. Syn. pretend; feign	(佯装,假的,赝品) pretend; put on false appearance of; feign
sharpen	v.	(消尖,使敏锐,使敏捷) make pointed; make sharp or sharper
sharply	ad. Syn. steeply; suddenly; abruptly	(突然地,猛烈地) steeply; changing suddenly in direction and degree; acutely
shatter	v. Syn. destroy; break up	(使粉碎,破碎) destroy; break up; break into many pieces
shave	n.	(理发,剃头,刮脸,修面) act of removing hair with a razor; thin slice or scraping
shear	v.	(剪,修剪) cut or clip hair; strip of something; remove by cutting or clipping
shed	v.	(脱落,蜕) get rid of ; cast off; cause to pour forth
sheer	a. Syn. absolute; pure	(纯粹的,,绝对的,透明的,峻峭的) very thin or transparent; very steep; absolute or pure
sheet	n.	(床单,被单,一页纸,薄而大的一片) bed linen consisting of a large rectangular piece; any broad thin surface
shell	n. Syn. husk	(子弹,子弹壳, 壳) ammunition consisting of a cylindrical metal casing containing an explosive charge; usually hard outer covering that encases certain organism
shelter	n. Syn. asylum	(掩蔽处,庇护所) structure that provides privacy and protection from danger
shepherd	n.	(牧羊人,牧羊,看管,带领) a herder of sheep; someone who keeps the sheep together in a flock
sheriff	n.	(县治安官) chief officer of a shire or county, to whom is entrusted the execution of the laws
shield	n. Syn. protect; guard	(庇护,保护) protective covering or structure; protect; guard
shift	n. Syn. change; turn	(移动,改变位置或方向) moving from one setting or context to another; moving very slightly
shine	v. Syn. polish; radiate	(照耀,发光) emit rays of light; give light; beam with steady radiance; exhibit brightness or splendor
shiny	a. Syn. lustrous; radiant	(有光泽的,发光的) reflecting light; radiant; bright from reflected light
shipment	n.	(装运,装载的货物) sending of cargo; act of sending off something
shipwreck	n.	(船只失事,海难) destruction of a ship, as by storm or collision; complete failure or ruin
shiver	v.	((由于冷或恐 惧)打冷战,发抖,打得粉碎) shake with or as if with cold; tremble; break into fragments or splinters
shock	n. Syn. jolt; tremble	(震动,震惊) unpleasant or disappointing surprise; surprise greatly; effect of such a collision or blow
short	a.	(短缺的,不足的,直接了当的) not long; unwilling to endure; inadequate or insufficient; most direct; lasting a brief time
shortcut	n. Syn. crosscut	(捷径) a direct route; a route shorter than the usual one
shot	n. Syn. photograph; picture	(照相,照片) photographic view or exposure
shove	v.	(推挤,猛推) drive along by the direct and continuous application of strength; push along, aside, or away, in a careless manner
shovel	n.	(铲子,铁锨铲) tool consisting of a broad scoop, or hollow blade, with a handle, used for lifting and throwing loose substances
shower	n.	(阵雨,淋浴) one who shows or exhibits; brief fall of precipitation, such as rain, hail; bath in which the water is sprayed
shrewd	a. Syn. clever; astute	(精明,敏锐) clever; characterized by keen awareness, sharp intelligence
shriek	n.	(尖叫) sharp, shrill outcry or scream; shrill wild cry such as is caused by sudden or extreme terror, pain, or the like
shrill	a.	(尖锐的,剌耳的) acute; sharp; piercing; having or emitting a sharp, piercing tone or sound
shrine	n.	(神龛,圣地) case or box, especially one in which are deposited sacred relics, as the bones of a saint; sacred place, as altar or tomb
shrink	v. Syn. contract; compress	(收缩,缩小) become smaller or draw together; compress
shroud	v. Syn. block	(裹尸,隐藏) hide from view; wrap for burial; shut off from sight; shelter
shrub	n. Syn. bush	(灌木,灌木丛) bush
shrug	v.	(耸肩(表示怀疑)) draw up or contract the shoulders, especially by way of expressing dislike, dread, doubt, or the like
shuffle	v. Syn. disorder; jumble	(洗牌) disorder; move back and forth; mix so as to make a random order or arrangement
shun	v. Syn. escape; avoid	(避免) avoid deliberately; keep away from
shutter	n.	(百叶窗) a hinged blind for a window
shuttle	n.	(梭子,往返汽车) public transport that consists of a bus or train or airplane that run between two points; spacecraft
shy	a. Syn. timid; bashful	(害羞的,胆小的) timid; bashful; easily startled; distrustful
sick	a.	(不舒服的,有病的,恶心的) affected with disease of any kind; ill; indisposed; not in health
sickness	n. Syn. ailment; disease; nausea	(疾病,呕吐) state that precedes vomiting; disease
sideways	ad.	(向一旁,向侧面地) with the side forward; to or from a side
siege	n.	(包围,围攻) seat, especially a royal seat; throne; rank; grade; sitting before a fortified place; surrounding or investing of a place by army
sieve	n.	(筛,滤杓筛出,滤出) device to separate larger objects from smaller objects, or to separate solid objects from a liquid; utensil for separating; coarse basket
sift	v.	(筛,过滤) separate with a sieve, as the fine part of a substance from the course; examine critically or minutely; scrutinize
sigh	v.	(叹息,叹气,风发出类似叹息的声音) inhale air than immediately expel it; make a deep single respiration, especially to express fatigue, exhaustion, grief, or sorrow
sightseeing	n.	(观光,游览) act or pastime of visiting sights of interest
sign	n. Syn. mark	(记号,姿势,信号,告示,标语) public display of message; visible mark or indication
signal	n.	(信号,暗号,导致其他事情发生的行为) a sign made for the purpose of giving notice to a person
signature	n.	(签字,签名) name written in own handwriting
significance	n. Syn. implication; meaning	(意义,含义,重要性) message that is intended or expressed or signified; meaning
significant	a. Syn. noteworthy; important	(有意义的,重要的,重大的) fairly large; important in effect or meaning
signify	v. Syn. denote; mean; indicate	(表示,意味) denote; mean; indicate
silly	a. Syn. foolish; stupid	(愚蠢的,糊涂的,傻的) exhibiting a lack of wisdom or good sense; foolish; stupid
similar	a.	(相像的,相似的,近似的) nearly corresponding; somewhat like; having a general likeness
simplicity	n. Syn. easiness; plainness	(简单,朴素) easiness; plainness; absence of luxury or showiness; lack of good sense or intelligence; foolishness
simplify	v.	(使简易,使易做,简化) make simple; make less complex; make clear by giving the explanation for
simulate	v. Syn. feign; imitate	(模仿,冒充) make a pretence of; reproduce someone's behavior or looks
simultaneous	a.	(同时发生的) existing, happening, or done at the same time
sincere	a.	(真诚的,诚挚的,真实的) open and genuine; not deceitful; pure; unmixed
single	a. Syn. individual; separate	(单一的,唯一的) one only; consisting of one alone; alone; having no companion
singular	a. Syn. unique; extraordinary; odd	(奇的,独一无二的) unique; extraordinary; being only one
sink	v.	(沉浸,下降,降低,变小,减少,减低价值) fall by, force of gravity; descend lower; decline gradually; enter deeply
siren	n.	(汽笛,警报器) electronic device producing a similar sound as a signal or warning; something insidious or deceptive; mermaid
site	n.	((事物或事件发生)位置,场所) physical position in relation to the surroundings; position; location
skeleton	n. Syn. framework	(骨架,纲要) framework; internal supporting structure that gives an artifact its shape
sketch	v. Syn. outline; draft	(草图,素描) draw or describe briefly; give the main points; summary of
