jail	n. Syn. prison	(监狱,监禁) building for confinement of persons held in lawful custody
jam	v.	(挤进,塞入,夹住,陷入困境,果酱) crush or bruise; get stuck; press tightly together
jar	n. Syn. pitcher; vase	(罐,广口瓶) pitcher; vase; small, cylindrical container for food, normally made of glass or clay
jealous	a. Syn. zealous; solicitous; vigilant	(嫉妒的,妒忌的) resentful or bitter in rivalry; envious
jealousy	n. Syn. envy; covetousness	(妒忌,羡慕) envy; jealous attitude or disposition
jelly	n.	(果冻,胶状物) substance having the consistency of semi-solid foods
jeopardize	v. Syn. endanger; imperil	(置于危险之中) endanger; imperil; put at risk
jerk	v.	(猛然一拉) pull, or move with a sudden movement; move with abrupt, seemingly uncontrolled motions
jettison	v.	(投弃货物) throw overboard; eject from boat, submarine, aircraft, or spaceship
jewel	n. Syn. gemstone; gem	(宝石) gemstone; costly ornament of precious metal or gem
jewelry	n.	(珠宝) adornment made of precious metals, as a bracelet or ring or necklace
jog	v. Syn. run	(慢跑) run or ride at a steady slow trot; give a push or shake to
journal	n. Syn. magazine; periodical	(期刊,杂志) magazine; periodical; log; diary; a ledger in which transactions have been recorded as they occurred
journalism	n.	(新闻业,报章杂志) profession of reporting or photographing or editing news stories for one of the media
journalist	n.	(新闻记者) writer for newspapers and magazines
judgement	n. Syn. decision; appraisal	(判断) decision; appraisal
juice	n. Syn. liquid	((水果)汁,液) liquid; liquid part that can be extracted from plant or animal tissue
juicy	a. Syn. succulent	(多汁液的) full of juice; lucrative; richly interesting
jumble	n. Syn. mix	(使混乱,混杂) assemble without order or sense; confused multitude of things; chaos; mess; mixture
junction	n. Syn. connection; joint; intersection; crossing	(连接,汇合处) connection; joint; intersection; crossing
jungle	n. Syn. jumble	(丛林) land densely overgrown with tropical vegetation; dense, confused mass
junior	a.	(较年幼的,地位较低的,资历较浅的) less advanced in age than another; younger; lower in standing or in rank
jury	n.	(陪审团) committee appointed to judge a case
justice	n.	(正义,公平,公正) quality of being just; practical conformity to human or divine law; equity; uprightness
justifiable	a.	(有理由的,无可非议的) capable of being justified, or shown to be just
justification	n.	(有理,正当,辩护,释罪) good or just reason; condition or fact of being justified
justify	v. Syn. vindicate; defend	(证明是正当的或有理的,辩护) adjust the spaces between words; show to be reasonable; explain, clear away
juvenile	n. Syn. youth; young	(青少年(的)) youth; adolescent; not fully grown or developed
kangaroo	n.	(袋鼠) animal that having large powerful hind legs and a long thick tail
keen	a. Syn. acute; incisive	(敏锐的,敏捷的) acute; incisive; sharp ; express grief verbally
kernel	n. Syn. nut; core	(核心的) central or vital part; most material and central part; grain or seed as of corn
kerosene	n.	(煤油) flammable hydrocarbon oil used as fuel in lamps and heaters
keyboard	n.	(键盘) device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer
kidnap	v.	(绑架,绑票,诱拐(儿童)) take by force or fear, and against one's will; seize and detain unlawfully and usually for ransom
kidney	n.	(肾,肾脏,腰子) glandular organ which excretes urea and other waste products from the animal body
kindle	v. Syn. inspire	(点燃,照亮,激起) build or fuel a fire; cause to glow; light up; inspire
kingdom	n. Syn. realm; domain; empire	(王国) rank, quality, state, or attributes of a king; royal authority; sovereign power; rule; dominion; monarchy
kneel	v.	(跪下) bend the knee; fall or rest on the knees
knit	v.	(编织,结合) contract into wrinkles; grow together; form into fabric by intertwining
knob	n.	(旋钮,按钮,小圆块) hard protuberance; hard swelling or rising; bunch; lump
knot	n.	((绳索等的)结,(树)节,木节,群,簇) fastening together of one or more threads, cords, ropes; lump or loop formed in thread; ornamental tie
label	n.	(标签,说明性短语,标示,标明) paper affixed to anything by inscription; slip of ribbon, parchment; writing annexed by way of addition
laborer	n. Syn. worker; toiler	(劳动者) worker; someone who works with their hands
lace	n.	(饰带,花边) delicate decorative fabric woven in an open web of symmetrical patterns; rope; cord that is drawn through eyelets
lag	v. Syn. delay; drag	(落后) delay; drag; the act of slowing down or falling behind
lamb	n.	(小羊,羔羊,受骗上当者) the young of the sheep; simple, unsophisticated person
lame	a.	(跛的,瘸的,站不住脚的(论据等)) moving with pain or difficulty because of injury; disabled so that movement is difficult or impossible
landing	n. Syn. touchdown	(着陆,降落) touchdown; act of coming down to the earth
landscape	n. Syn. scenery	(风景,山水,风景画) scenery; expanse of scenery that can be seen in a single view
lane	n.	(小路,小巷,航线,车道) passageway between fences which is not traveled as a highroad; narrow country road
lap	v.	(舔食) take in food or drink with one's tongue; splash gently
lapse	n.	(失误,(时间等)流逝) gliding, slipping, or gradual falling; unobserved or imperceptible progress; slip or error; failing in duty
largely	ad. Syn. mainly	(大量地,大半地) in a large manner; for the most part; mainly
lark	v.	(云雀,玩笑,嬉耍) any of various small, singing passerine birds of the family Alaudidae; one who wakes early; one who is up with the larks
laser	n.	(激光) optical device that produces an intense monochromatic beam of coherent light
lasting	a. Syn. enduring; durable	(持久的,永恒的,耐力的) continuing or remaining for a long time; enduring; durable
latent	a. Syn. dormant; hidden	(潜在的) present or potential but not evident or active; dormant; hidden
lateral	a. Syn. parallel; side	(侧面的,侧向的) coming from side; situated at or extending to the side
latitude	n.	(范围) freedom from normal restraints; angular distance north or south of the earth's equator
launch	v. Syn. begin; originate; initiate	(发动) begin; originate; initiate; send off; take off
laundry	n. Syn. washing	(洗衣店,要洗的衣服) washing; workplace where clothes are washed and ironed
lawn	n. Syn. landscape; grassland; meadow	(草地,草坪,草场) landscape; grassland, usually tended or mowed; meadow
lay	v. Syn. deposit	(产卵,下蛋) put into a certain place; cause to lie down; spread over a surface
layer	n. Syn. tier; stratum	(层,层次,阶层) tier; a relatively thin sheet like expanse or region lying over or under another
layout	n.	(规划,(书刊等)编排,版面,配线,企划) overall design of a page; plan or design of something that is laid out
leadership	n. Syn. guidance; direction; authority	(领导能力,领导阶层) guidance; direction; authority; position or office of a leader
leading	a. Syn. main; principal	(最主要的) chief; principal; having a position in the lead; foremost
leaflet	n.	(传单) small leaf; leaf like organ or part
league	n. Syn. association; union	(同盟,联盟,联合会) association; union
leak	v. Syn. seep; ooze	(漏,渗) escape fluid from container through a hole or crack; tell anonymously; reveal
lean	v.	(倾斜,斜靠瘦骨嶙峋的) bend or slant away from the vertical; rely for assistance or support
leap	n. Syn. jump; hop	(跳跃) jump; hop; place jumped over or from
lease	n. Syn. rent; charter	(租约) rent; charter; engage for service under a term of contract
lecture	n.	(讲演,讲课,教训,训斥) teaching by giving a discourse on some subject; speech that is open to the public
legal	a.	(合法的,法律的) created by, permitted by law; according to the law of works
legend	n.	(图例) explanatory list of symbols on a map; unverified story handed down from earlier times
legendary	a. Syn. mythical; fabled	(传奇的) mythical; fabled; extremely well known; famous or renowned
legislation	n. Syn. lawmaking	(立法) lawmaking; the act of making or enacting laws ; law enacted by a legislative body
legitimate	a.	(合法的,正当的) accordant with law; lawful; based on logical reasoning; reasonable
leisure	n. Syn. convenience; vacancy	(空闲,闲暇) convenience; vacancy; freedom to choose a pastime or enjoyable activity
lengthen	v. Syn. extend; elongate	(延长,使变长) extend; make or become longer
leopard	n.	(豹,美洲豹) large feline of African and Asian forests usually having a tawny coat with black spots
lever	n.	(杠杆,起杠杆作用的部件) simple machine consisting of a rigid bar pivoted on a fixed point and used to transmit force
levy	v. Syn. impose; collect	(征收) impose fine or tax; collect payment
liability	n.	(责任,缺点,债) something that holds one back; state of being legally obliged and responsible
liable	v. Syn. responsible; answerable	(易于,有(还债)责任的) bound or obliged in law or equity
liberal	a. Syn. tolerant	(开放的,主张变革的,自由主义的) open-minded; tolerant; broad-mindedness; having political views favoring reform and progress
liberate	v. Syn. free; discharge; release	(释放,使自由) set free, as from oppression, confinement, or foreign control; discharge; release
liberty	n. Syn. freedom	(自由) state of free person; exemption from subjection to the will of another; freedom
license	n. Syn. permission	(自由,放肆) official or legal permission to do or own a specified thing
lick	v.	(舔,掠过,拍打) draw or pass the tongue over; pass or lap quickly and rapidly; beat thoroughly in a competition or fight
lift	v. Syn. hoist; elevate	(举起,升高) direct or carry from a lower to a higher position; raise; transport by air
light	n.	(情况,方面,见解) brightness; something that admits illumination; source of fire; particular aspect of a situation
likelihood	n.	(可能性) possibility, strong probability; state of being probable
likewise	ad. Syn. similarly	(同样地,也) similarly; as well; too
limb	n. Syn. arm; leg	(肢,翼,树枝) arm; leg; any of the main branches arising from the trunk or a bough of a tree
limestone	n.	(石灰石) rock consisting chiefly of calcium carbonate or carbonate of lime
limousine	n.	(轿车,小客车) any of various large passenger vehicles, especially a luxurious automobile; van or small bus on regular route
limp	v.	(跛行 无力的,松软的) walk lamely, especially with irregularity, as if favoring one leg; move or proceed haltingly or unsteadily
line	n.	(绳,线,线条,画线,排成行) thin continuous mark, as that made by a pen, pencil, or brush applied to a surface; border or boundary
linear	a.	(线的,成直线的) having form of a line; straight; consisting of lines; lineal
linen	n.	(亚麻布,亚麻制品) fabric woven with fibers from the flax plant; thread made from fibers of the flax plant
liner	n.	(大客轮,邮轮) vessel belonging to a regular line of packets, as ship or plane
linger	v. Syn. dawdle	(逗留,闲逛,流连) be slow in leaving; continue or persist; stay
linguistics	n.	(语言学) humanistic study of language and literature
link	v.	(连接物,链环,会合) be or become joined or united; connect, fasten, or put together two or more pieces
liquid	n. Syn. fluid; juice	(液体,流体) fluid; juice; substance in fluid state
liquor	n.	(酒精饮料) any liquid, as water, milk, blood, sap, juice; alcoholic or spirituous fluid
list	v. Syn. tilt	(倾斜) lean or cause to lean to the side; lean over; itemize
literacy	n.	(有读写能力,识字) reading and writing; ability to read and write
literal	a.	(精确的,忠实原义的) according to the letter or verbal expression; exactly as stated
literally	ad.	(照字面意义地,逐字地) with meaning; word for word; letter by letter
literary	a.	(文学(上)的,从事写作的) knowledgeable about literature; of or relating to or characteristic of literature
literate	a. Syn. educated; schooled	(有文化的,有阅读和写作能力的) educated; schooled; one who can read and write
literature	n.	(文学作品,印刷品) imaginative or creative writing, especially of recognized artistic value; art or occupation of a literary writer
litter	v.	(乱丢) make untidy by discarding rubbish carelessly; scatter about
livelihood	n. Syn. subsistence; sustenance	(生计,谋生) subsistence; financial means whereby one lives
lively	a. Syn. busy; energetic; vigorous	(活泼的,活跃的,栩栩如生的) busy; energetic; vigorous
liver	n.	(肝脏) large and complicated reddish-brown glandular organ located in upper right chest
livestock	n.	(家畜,牲畜) any animals kept for use or profit
load	n. Syn. burden; duty	(重担,重任) burden; something which is laid on or put in anything for conveyance; quantity which can be carried or drawn in some specified way
loaf	n.	(一条(面包)) any thick lump, mass, or cake, especially, a large regularly shaped or molded mass, as of bread
loan	n.	(贷款,借出,借给,借贷) give temporarily; temporary provision of money
lobby	n. Syn. hall; room	(大厅,休息厅) a group of people who try to influence legislation; hall; room; a large entrance or reception room or area
lobster	n.	(龙虾) any large macrurous crustacean used as food
locality	n. Syn. place; district	(位置,地方) place; district; surrounding or nearby region; particular neighborhood
locate	v. Syn. find; monitor; settle	(找出,定位,设置) find; monitor; settle; determine or specify the position or limits o
location	n. Syn. scene; site; spot	(位置,场所) scene; site; place where something is or could be located
lock	n.	(一绺卷发) strand or cluster of hair; fastening together; a closing of one thing upon another; device operated by a key
locomotive	n.	(火车头) of or relating to locomotion; a wheeled vehicle consisting of a self-propelled engine
locust	n.	(蝗虫,贪吃的人) any one of numerous species of long-winged, migratory insects, of the family Acrididae
lodge	n.	(门房,(猎人住的)山林小屋) small house on the grounds of an estate or a park, used by a caretaker or gatekeeper
lodging	n. Syn. accommodation	(寄宿,住房(常指出租的房间)) accommodation; lodging
lofty	a.	(高高在上的) high, tall, having great height; idealistic, implying over-optimism
log	n. Syn. wood	(日志,圆木) record of a voyage or flight; record of day to day activities
logic	n.	(逻辑,逻辑学) reasoned and reasonable judgment; a system of reasoning
logical	a. Syn. coherent; reasonable	(合乎逻辑的,合理的) reasonable; based on known statements or events or conditions
longevity	n.	(长命不老) long life; great duration of life; long duration or continuance, as in an occupation
longitude	n.	(经度,经线) an imaginary great circle on the surface of the earth passing through the north and south poles
loom	v. Syn. appear; emerge	(朦胧而庞大,织布机) appear or take shape, usually in enlarged or distorted form
loop	v. Syn. circle; ring	(圈成环,缠绕) circle; ring; move in loops; make a loop in; join with a loop
loose	a. Syn. unstable; weak	(宽松的,不牢固的) unbound; untied; not attached, fastened, fixed, or confined
loosen	v.	(解开,放松) make loose or looser; make less severe or strict
lose	v.	(丢失,失败,减少,丧失) fail to keep or to maintain; cease to have; be deprived of; fail to win
lottery	n.	(彩票,抽彩) scheme for distribution of prizes by chance; gaming in which tickets bearing particular numbers draw prizes
lounge	n.	(懒散地斜靠,休息室) public room with seating where people can wait; living room; lobby
low	v. Syn. moo	(牛叫,哞) utter sound made by cattle; make a low noise
loyal	a.	(忠诚的,忠实的) steadfast in allegiance or duty; faithful to a person, ideal, custom, cause, or duty
lubricate	v.	(加润滑剂,使润滑) make smooth or slippery
lumber	v.	(笨重的往前走) move heavily or clumsily; cut down timber of
luminous	a. Syn. shining	(发光的,闪耀的) shining; emitting light, especially emitting self-generated light
lump	n.	(一块,肿块,形成块状) a small mass of matter of irregular shape; irregular or shapeless mass; small cube of sugar
lunar	a.	(月亮的) pertaining to the moon; affecting the moon
luxurious	a. Syn. sumptuous; lavish	(奢侈的,豪华的) rich and superior in quality; lavish
luxury	n. Syn. opulence; extravagance	(奢侈,豪华) something that is an indulgence rather than necessity; excessively expensive
mackintosh	n.	(雨衣,防水胶布) waterproof long coat made of rubberized cloth
magic	n.	(魔法,魔力,魔术) any art that invokes supernatural powers
magician	n.	(魔术师,变戏法的人) one who performs magic tricks to amuse an audience; sorcerer; wizard
magistrate	n.	(地方保安官) civil officer with power to administer and enforce law
magnetic	a. Syn. captivating; attractive	(磁的,有磁性的) having the properties of attracting iron or steel; captivating; attractive; being to draw or pull
magnetism	n.	(磁,磁力) attraction for iron; associated with electric currents as well as magnets
magnificent	a. Syn. gorgeous; lavish	(华丽的,高尚的,丰富的) grand or noble in thought or deed; outstanding of its kind
magnify	v. Syn. intensify; increase; enlarge	(放大,扩大) intensify; increase; make greater in size; enlarge
magnitude	n. Syn. greatness; extent	(巨大的,大数量级的) extent; greatness of rank, size, or position
maintain	v. Syn. support; sustain	(保持,维持,赡养,供给) keep in any particular state or condition; keep up or carry on; continue
maintenance	n. Syn. preservation	(维修,保养) preservation; support; continuance; court-ordered support paid by one spouse to another
maize	n.	(玉米) tall annual cereal grass bearing kernels on large ears
majesty	n. Syn. nobility	(威严,最高权威) nobility; greatness and dignity of a sovereign; royal personage
major	a.	(较大的,较多的,主要的,大学主修科目) greater in number, quantity, or extent; more important
majority	n.	(多数) greater number or part; a number more than half of the total
malady	n. Syn. illness	(疾病) disease, disorder, or ailment; unwholesome condition
malaise	n. Syn. uneasiness	(不适,欠佳) general sense of depression or unease; vague feeling of bodily discomfort, as at beginning of illness
malice	n.	(恶意) enmity of heart; malevolence; ill will; spirit delighting in harm or misfortune to another
malicious	a. Syn. spiteful	(恶毒的) deliberately harmful; spiteful; proceeding from extreme hatred
manifest	a. Syn. evident; visible; obvious; apparent	(明白的,显然的,证明,表现) clearly apparent to understanding; obvious
manifestation	n. Syn. revelation; indication	(表现,显示,表现形式,显灵:灵魂的物质形式) revelation; indication of the existence, reality, or presence of something
manifesto	n. Syn. declaration	(声明) public declaration of principles; statement of policy
manipulate	v. Syn. maneuver; control	(操作) operate with one's hands; control or play upon people, forces artfully
mansion	n.	(大厦,公寓) dwelling-house of the better class; a large or stately residence
manual	n. Syn. guide book	(手册) guide book; hand-operated
manufacture	v.	(制造,用机器制造,捏造) make products by hand or machinery; make from raw materials
manuscript	n.	(手稿,手抄本) written with or by the hand; not printed; literary or musical composition written with the hand
map	v.	(绘制…的地图) depict as if on a map; plan or delineate, especially in detail; arrange
maple	n.	(枫树) tree of the genus Acer, including about fifty species
marble	n.	(大理石) hard crystalline metamorphic rock that takes a high polish
march	n. Syn. parade; advance	(前进,行进) walking with regular steps; a procession of people walking together; steady advance
margin	n. Syn. border; rim; room	(页边的空白,(湖,池等的)边缘) border; rim; room
marginal	a.	(书页空白处的,不重要的) of or pertaining to a margin; written or printed in the margin
marine	a. Syn. maritime; naval	(海的,航海的,海产的) sea-dwelling; maritime; naval
mariner	n.	(水手,海员) one whose occupation is to assist in navigating ships; seaman or sailor
marked	a. Syn. noticeable	(值得注意的,报仇的目标) noticeable or pronounced; having one or more distinguishing marks
marsh	n. Syn. swamp; bog	(湿地,沼泽) swamp; bog; low lying wet land with grassy vegetation
marshal	v. Syn. arrange; enlist; organize	(排序,整理) put in order; arrange or place something in line
martyr	n.	(殉道者,殉教者,烈士) one who makes great sacrifices or suffers to further belief or principle; one who endures great suffering
marvel	n. Syn. wonder; miracle	(奇异的事物,罕见的例子,大为惊异,觉得惊奇) wonder; strong surprise; astonishment
masculine	a.	(男人的,男子气概的,阳性的) of the male sex; not female; having the qualities of a man
mask	v.	(面具) try to conceal something; disguise; hide under a false appearance
massacre	n.	(大屠杀,大败) killing of a considerable number of human beings under circumstances of atrocity or cruelty
massive	a. Syn. enormous; colossal; immense	(大而重的,庞大的,可观的) enormous; colossal; consisting of great mass; containing a great quantity of matter
mast	n.	(果实,船桅,旗杆) fruit of the oak and beech, or other forest trees; nuts; acorns; a pole, or long, strong, round piece of timber, set upright in boat to sustain sail
masterpiece	n.	(杰作,名著) chief excellence or great talent; outstanding work of art or craft
match	n.	(对手,相似物,配偶,比赛,竞争) something that resembles or harmonizes with
mate	n. Syn. breed	(结伴,成配偶) a fellow member of a team
material	a.	(物质的,重要的) of, relating to, or composed of matter; concerned with physical, not from intellectual or spiritual
materialism	n.	(唯物主义) philosophical theory that matter is the only reality
mathematics	n.	(数学) science dealing with the logic of quantity and shape
mattress	n.	(床垫) quilted bed; bed stuffed with hair, moss, or other suitable material, and quilted or otherwise fastened
mature	v.	(深思熟虑的,成熟,(票据,保险单等)到期) develop and reach maturity; grow old or older
maturity	n.	(成熟) state or quality of being mature; ripeness; full development; arrival of the time fixed for payment
maximum	n.	(最大量(的),最大值(的)) the largest possible quantity
meadow	n.	(草地,牧草场) tract of low or level land producing grass; any field on which grass is grown for hay
measure	v.	(量度,度量衡制,计量单位,量具) determine the size of something; mark, lay out, or establish dimensions; estimate by evaluation or comparison
mechanical	a. Syn. automatic; monotonous	(机械的,机械性的,呆板的) automatic; monotonous; relating to or governed by or in accordance with mechanics
mechanics	n.	(机械学,力学) branch of physics concerned with the motion of bodies
mechanism	n. Syn. device; machine	(机械,机理,运作机制) device; machine; the technical aspects of doing something
medal	n.	(奖牌,勋章) a piece of metal in form of coin, and intended to preserve remembrance of notable event or person, or to serve as a reward
medieval	a.	(中世纪的) very old-fashioned; as if belonging to the Middle Ages
meditate	v.	(考虑,深思,冥想,仔细计划) dwell on anything in thought; think seriously; keep the mind fixed upon; purpose; plan in the mind
meditation	n. Syn. contemplation; consideration	(沉思冥想) lengthy intent consideration; long and thoughtful observation; contemplation of spiritual matters
medium	n.	(媒体,媒介,方法) state that is intermediate between extremes
meek	a. Syn. spiritless; gentle	(谦卑的,驯服的) quiet and obedient; showing patience and humility
melancholy	a. Syn. gloomy; sad	(忧郁) gloomy; feeling of thoughtful sadness; affected by depression
melody	n. Syn. tune	(悦耳的音调) tune; pleasing succession or arrangement of sounds; poem suitable for setting to music or singing
melon	n.	(甜瓜) juicy fruit of certain cucurbitaceous plants, as the muskmelon, watermelon; plant that produces the fruit juicy
melt	v.	(融化,熔化,软化(人的心肠或态度)) changed from a solid to a liquid state especially by the application of heat
memo	n. Syn. note; memorandum	(备忘录) short note; memorandum; written proposal or reminder
memorial	n. Syn. monument	(纪念物,纪念馆,纪念议事,请愿书) monument; short note or abstract, intended for registry, exhibiting the particulars of a deed
memorize	v. Syn. commemorate	(纪念) commemorate; commit to memory; learn by heart
memory	n. Syn. recollection; memorial	(记忆,记忆力,回忆) faculty of mind by which it retains the knowledge of previous thoughts, impressions, or events
menace	n. Syn. danger	(危险物) danger; a threat or the act of threatening; something that is a source of danger; threaten; intimidate
mend	v. Syn. repair; improve	(修补,改进) make repairs or restoration to; fix; improve
mental	a.	(心理的,智力的,精神病的,精神不正常的) involving mind or intellectual process; affected by disorder of mind
mentality	n.	(智力,心理状态) mental action or power; intellectual activity; intellectuality
mention	v. Syn. refer; indicate	(提及,说起) speak or notice of anything, usually in a brief or cursory manner
menu	n.	(菜单,选择单) an agenda of things to do
mercantile	a. Syn. trading; commercial	(商业的,贸易的) trading; commercial; of or relating to trade or traders
merchandise	n. Syn. goods	(商品) objects for sale; goods
merchant	n.	(商人) one who traffics on a large scale, especially with foreign countries; trafficker; trader
mercy	n. Syn. clemency	(宽大,宽恕,仁慈) compassionate treatment of unfortunate and helpless; willingness to spare or to help; disposition to be kind
mere	a.	(可以忽视的,小湖) being nothing more than what is specified; considered apart from anything else; small; slight
merge	v. Syn. combine; unite	((使)合并,(使)融合) combine; unite
merit	n. Syn. virtue; value; credit	(优点,价值) virtue; admirable quality or attribute; credit
mermaid	n.	(美人鱼) legendary sea creature having the head and upper body of a woman and the tail of a fish
mesh	n. Syn. enclose	(网状织物,网丝,陷阱,圈套) opening or space enclosed by the threads of a net between knot and knot; network or net
mess	n.	(混合食物,流食,一份食物) soft semi liquid food; a quantity of food set on a table at one time; provision of food for one meal
metallic	a.	(金属的,含金属的,铿锵的) of or pertaining to metal; of metal nature; resembling metal
method	n. Syn. manner; way; mode	(方法,办法,条理,秩序) orderly procedure or process; regular manner of doing anything
methodology	n.	(方法论,方法学) system of methods followed in a particular discipline
meticulous	a. Syn. scrupulous; cautious	(小心翼翼的) excessively careful; marked by extreme care in treatment of details
metric	n.	(测量的,计量的) standard of measurement; geometric function that describes the distances between pairs of points in a space
metropolitan	a. Syn. city	(主要都市的,大城市的) city center; one who lives in a city center
microscope	n.	(显微镜) magnifier of the image of small objects
microwave	n.	(微波(炉)) a short electromagnetic wave; cook or heat in a microwave oven
mighty	a. Syn. powerful; great	(强大的,巨大的,有势力的人) having or showing great strength or force or intensity
migrant	a. Syn. wandering	(移居的,候鸟的) habitually moving from place to place especially in search of seasonal work; wandering
migrate	v.	(移动,迁徙) move from one country or region to another and settle there
migration	n.	(定期迁移,迁居) movement of persons from one country or locality to another
milestone	n. Syn. landmark; significant development	(里程碑,划时代的事件) landmark; significant development
military	a. Syn. soldiery; militia	(军事的,军用的,军队的,军人的) pertaining to soldiers, to arms, or to war; of whole body of soldiers
milk	n.	(牛奶) white fluid secreted by the mammary glands of female mammals for the nourishment of their young
miller	n.	(磨坊主人) one who keeps or attends a flour mill or gristmill; milling machine
millionaire	n.	(百万富翁) one whose material wealth is valued at more than a million dollars
mince	v.	(切碎,小步走路) cut into very small pieces; chop fine; suppress or weaken the force of
mingle	v.	((使)混合) be all mixed up or jumbled together;
miniature	a. Syn. tiny	(微型的,缩小的) very small; model that represents something in a greatly reduced size
minimize	v. Syn. diminish	(最小化,减到最小) diminish; belittle; make small or insignificant
minimum	a.	(最小的,最低的) the smallest possible quantity
minister	n. Syn. servant; subordinate	(部长,公使,外交使节) one who performs service for another; officer of justice; executive head of a government department
ministry	n.	((政府的)部,部的办公楼,部长) act of serving; government department, at the administrative level normally headed by a minister
minor	a.	(较少的,较小的) of lesser importance or stature or rank; not of legal age; limited in size or scope
minority	n.	(少数,少数民族) a group of people who differ racially or politically from a larger group
minus	a.	(减去,零下,欠缺,负号) less; requiring to be subtracted; negative
minute	a. Syn. tiny	(极小的) extremely small; short note
miracle	n. Syn. marvel; wonder	(奇迹,奇事) wonderful thing; something that excites admiration or astonishment
miraculous	a. Syn. astonishing; amazing	(奇迹的,不可思议的) astonishing; amazing
miscarriage	n.	(流产,早产) failure of administration or management; failure to attain a desired result or reach a destination
mischief	n.	(恶作剧,淘气,) behavior that causes discomfiture or annoyance in another; tendency to play pranks or cause embarrassment
miserable	a. Syn. unhappy; wretched	(痛苦的,悲惨的,可怜的) very unhappy; full of misery; wretched
misery	n. Syn. calamity; misfortune	(痛苦,不幸,悲惨) great unhappiness; extreme pain of body or mind
misfortune	n.	(恶运,灾祸,不幸的情况) bad fortune or ill luck; bad luck
misgiving	n. Syn. doubt	feeling of doubt, distrust, or apprehension
mishap	n. Syn. accident; misfortune	(意外,灾难) unfortunate accident; bad luck
mislead	v. Syn. deceive; misguide	(误导) deceive; misguide
missile	n.	(投掷物) weapon that is thrown or projected; rocket carrying instruments or warhead
mission	n.	(使命,任务,计划或执行任务) assignment that is given to a person or group; operation that is assigned by a higher headquarters; job; task
mist	n.	(薄雾,模糊不清 的东西) visible watery vapor suspended in atmosphere, at or near the surface of the earth; fog; haze before the eyes that blurs the vision
moan	n.	((痛苦的)呻吟,(不满的)抱怨) a low prolonged sound of grief or pain, whether articulate or not; groan softly and continuously
mobile	a. Syn. movable	(移动的) movable; not fixed; fluid; unstable
mobilize	v.	(集合,军事动员) assemble, prepare, or put into operation for or as if for war; make mobile or capable of movement
mock	v. Syn. ridicule; mimic; disappoint	(嘲弄,嘲笑) treat with ridicule or contempt; mimic; frustrate hopes of
mode	n. Syn. manner; method; style	(时尚,方式,模式) prevailing style; manner; way of doing something; fashion or style
moderate	a. Syn. temperate; gentle; mild	(温和的,适度的,有节制的) temperate; gentle; mild; make less fast or intense ; preside over
modest	a. Syn. humble; moderate	(谦虚的,适度的) humble; less ambitious; moderate
modification	n.	(修改,修饰) act of modifying, or state of being modified; modified form or condition; a change
modify	v. Syn. alter; change	(修改,变更) alter; change
modulate	v.	(控制,调制到标准,调制（信号）) tone down in intensity; regulate; change from one key to another
module	n.	(模数,模块,(独立的)舱) standard or unit of measurement; self-contained component of a system; unit of education covering a single topic
moist	a. Syn. wet; damp	(潮湿的,多雨的) slightly wet; damp or humid
moisture	n.	(潮湿,湿气,湿度) wetness caused by water
molecular	a.	(分子的) of molecules; relating to simple or basic structure or form
molecule	n.	(分子) the smallest particle of substance, having all the properties of that substance
momentary	a.	(短暂的,瞬间的) done in a moment; continuing only a moment; lasting a very short time
momentous	a. Syn. grave; serious	(非常重要的) very important; of outstanding significance or consequence
monarch	n. Syn. king; ruler	(君主,帝王) king; sole and absolute ruler; sovereign, such as a king or empress
monastery	n.	(男修道院,僧院) house of religious retirement, or of seclusion from ordinary temporal concerns, especially for monks
monetary	a. Syn. fiscal; pecuniary; financial	(金融的) of or relating to money; nation's currency; financial
monitor	v. Syn. observe; watch; locate	(监控,监测) observe; watch; keep an eye on
monopolize	v. Syn. dominate; occupy	(独占,垄断) dominate; occupy; have and control fully and exclusively
monopoly	n. Syn. domination	(独占,垄断) exclusive control or possession of something; domination
monotonous	a. Syn. boring; dull	(单调乏味的,无变化的) boring; dull; tediously repetitious or lacking in variety
monotony	n.	(千篇一律的) uniformity or lack of variation; continual increase, or continual decrease; tedium as a result of repetition
monster	n.	(怪物,巨兽) beast; ugly creature; someone or something that is abnormally large and powerful
monstrous	a.	(巨大的,可怕的) marvelous; strange; extraordinary on account of ugliness, viciousness, or wickedness
monument	n. Syn. statue; memorial	(纪念碑,纪念物) structure erected to commemorate persons or events; memorial
monumental	a. Syn. massive	(厚重的,结实的,纪念的) massive; taking a great amount of time and effort to complete; in manner of a monument
moor	n.	(黑色皮肤的人,旷野地,荒野,使(船)停泊) dark-colored person generally; broad area of open land, often high but poorly drained
morale	n. Syn. confidence; spirit; mood	(士气) confidence; mood or spirit of a group that makes the members wants the group to succeed
morality	n.	(道德,道义) set of social rules, customs, traditions, beliefs, or practices which specify proper, acceptable forms of conduct
moreover	ad.	(而且,此外) beyond what has been said; further; besides; in addition; furthermore; also; likewise
mortal	n.	(凡人,人类) man, human being; liable or subject to death; accompanying death
motel	n.	(汽车游客旅馆) motor hotel; lodging rooms adjacent to a parking lot
motion	n. Syn. movement; action	(运动) movement; act of changing location; ability or power to move
motionless	a. Syn. still; immobile; stationary	(不动的,静止的) at rest, stationary, immobile, not moving
